order_id,late_delivery_risk,late_delivery_probability,order_date,shipping_date,revenue,order_profit_per_order,delivery_timing_group,shipping_mode,order_region,market,customer_segment,days_for_shipping_real,days_for_shipment_scheduled,shipping_delay_days,quantity,unique_products,unique_categories,order_lines,loss_flag,prediction_030,prediction_040,risk_level,prediction_result_030,prediction_result_040,revenue_at_risk_030,revenue_at_risk_040,profit_at_risk_030,profit_at_risk_040,recommended_action
75908,0,0.3728792810238833,2018-01-13 01:36:00,2018-01-17 01:36:00,327.75,24.57999992,On Time,Standard Class,South Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,327.75,0.0,24.57999992,0.0,Review if Capacity Allows
75909,1,0.3698857285098842,2018-01-13 01:57:00,2018-01-18 01:57:00,245.8099976,113.0699997,Late,Standard Class,South Asia,Pacific Asia,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,245.8099976,0.0,113.0699997,0.0,Review if Capacity Allows
75910,1,0.3725630538379545,2018-01-13 02:18:00,2018-01-19 02:18:00,262.2000122,73.41999817,Late,Standard Class,Eastern Asia,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,262.2000122,0.0,73.41999817,0.0,Review if Capacity Allows
75911,0,0.2703356426700285,2018-01-13 02:39:00,2018-01-15 02:39:00,268.7600098,23.64999962,Early,Standard Class,Eastern Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75912,0,0.3715039983848999,2018-01-13 03:00:00,2018-01-16 03:00:00,272.0299988,-17.13999939,Early,Standard Class,Eastern Asia,Pacific Asia,Corporate,3,4,-1,1,1,1,1,1,1,0,Watch,False Positive,True Negative,272.0299988,0.0,-17.13999939,0.0,Review if Capacity Allows
75913,0,0.3756274167516442,2018-01-13 03:21:00,2018-01-17 03:21:00,275.3099976,82.58999634,On Time,Standard Class,Eastern Asia,Pacific Asia,Corporate,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,275.3099976,0.0,82.58999634,0.0,Review if Capacity Allows
75914,1,0.6620047779868472,2018-01-13 03:42:00,2018-01-18 03:42:00,278.5899963,90.54000092,Late,Second Class,Oceania,Pacific Asia,Consumer,5,2,3,1,1,1,1,0,1,1,High,True Positive,True Positive,278.5899963,278.5899963,90.54000092,90.54000092,Priority Review
75915,1,0.7575311136619185,2018-01-13 04:03:00,2018-01-19 04:03:00,285.1400146,131.1699982,Late,Second Class,Oceania,Pacific Asia,Corporate,6,2,4,1,1,1,1,0,1,1,Critical,True Positive,True Positive,285.1400146,285.1400146,131.1699982,131.1699982,Immediate Intervention
75916,0,0.660989720642648,2018-01-13 04:24:00,2018-01-15 04:24:00,288.4200134,90.27999878,Canceled,Second Class,Oceania,Pacific Asia,Corporate,2,2,0,1,1,1,1,0,1,1,High,False Positive,False Positive,288.4200134,288.4200134,90.27999878,90.27999878,Priority Review
75917,0,0.6609000470723619,2018-01-13 04:45:00,2018-01-16 04:45:00,294.980011,17.70000076,Canceled,Second Class,Oceania,Pacific Asia,Corporate,3,2,1,1,1,1,1,0,1,1,High,False Positive,False Positive,294.980011,294.980011,17.70000076,17.70000076,Priority Review
75918,1,0.6608553553475204,2018-01-13 05:06:00,2018-01-17 05:06:00,298.25,22.37000084,Late,Second Class,Oceania,Pacific Asia,Corporate,4,2,2,1,1,1,1,0,1,1,High,True Positive,True Positive,298.25,298.25,22.37000084,22.37000084,Priority Review
75919,1,0.2666819857488468,2018-01-13 05:27:00,2018-01-18 05:27:00,304.8099976,82.30000305,Late,Standard Class,South Asia,Pacific Asia,Corporate,5,4,1,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75920,0,0.3264364736947298,2018-01-13 05:48:00,2018-01-13 17:48:00,309.7200012,154.8600006,On Time,Same Day,South Asia,Pacific Asia,Corporate,0,0,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,309.7200012,0.0,154.8600006,0.0,Review if Capacity Allows
75921,0,0.4424044077579028,2018-01-13 06:09:00,2018-01-13 18:09:00,311.3599854,87.18000031,On Time,Same Day,South Asia,Pacific Asia,Consumer,0,0,0,1,1,1,1,0,1,1,High,False Positive,False Positive,311.3599854,311.3599854,87.18000031,87.18000031,Priority Review
75922,1,0.952370058282826,2018-01-13 06:30:00,2018-01-15 06:30:00,314.6400146,102.2600021,Late,First Class,South Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,314.6400146,314.6400146,102.2600021,102.2600021,Immediate Intervention
75923,1,0.9515862516998752,2018-01-13 06:51:00,2018-01-15 06:51:00,317.9200134,23.84000015,Late,First Class,South Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,317.9200134,317.9200134,23.84000015,23.84000015,Immediate Intervention
75924,1,0.7643726179333105,2018-01-13 07:12:00,2018-01-18 07:12:00,321.2000122,-246.3600006,Late,Second Class,Eastern Asia,Pacific Asia,Corporate,5,2,3,1,1,1,1,1,1,1,Critical,True Positive,True Positive,321.2000122,321.2000122,-246.3600006,-246.3600006,Immediate Intervention
75925,1,0.952164006236798,2018-01-13 07:33:00,2018-01-15 07:33:00,324.4700012,-259.5799866,Late,First Class,South Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,324.4700012,324.4700012,-259.5799866,-259.5799866,Immediate Intervention
75926,1,0.9254959023345016,2018-01-13 07:54:00,2018-01-15 07:54:00,327.75,16.38999939,Late,First Class,South Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,327.75,327.75,16.38999939,16.38999939,Immediate Intervention
75927,1,0.9523820598607766,2018-01-13 08:15:00,2018-01-15 08:15:00,245.8099976,24.57999992,Late,First Class,South Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,245.8099976,245.8099976,24.57999992,24.57999992,Immediate Intervention
75928,1,0.6674741439848294,2018-01-13 08:36:00,2018-01-17 08:36:00,262.2000122,21.76000023,Late,Second Class,Southeast Asia,Pacific Asia,Corporate,4,2,2,1,1,1,1,0,1,1,High,True Positive,True Positive,262.2000122,262.2000122,21.76000023,21.76000023,Priority Review
75929,1,0.6682579327990849,2018-01-13 08:57:00,2018-01-18 08:57:00,268.7600098,45.68999863,Late,Second Class,Southeast Asia,Pacific Asia,Consumer,5,2,3,1,1,1,1,0,1,1,High,True Positive,True Positive,268.7600098,268.7600098,45.68999863,45.68999863,Priority Review
75930,0,0.6661223971931063,2018-01-13 09:18:00,2018-01-19 09:18:00,272.0299988,130.5800018,Canceled,Second Class,Eastern Asia,Pacific Asia,Corporate,6,2,4,1,1,1,1,0,1,1,High,False Positive,False Positive,272.0299988,272.0299988,130.5800018,130.5800018,Priority Review
75931,1,0.9522757646398082,2018-01-13 09:39:00,2018-01-15 09:39:00,275.3099976,132.1499939,Late,First Class,Eastern Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,275.3099976,275.3099976,132.1499939,132.1499939,Immediate Intervention
75932,1,0.7592496619948518,2018-01-13 10:00:00,2018-01-16 10:00:00,278.5899963,133.7200012,Late,Second Class,Eastern Asia,Pacific Asia,Corporate,3,2,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,278.5899963,278.5899963,133.7200012,133.7200012,Immediate Intervention
75933,1,0.926528306566334,2018-01-13 10:21:00,2018-01-15 10:21:00,285.1400146,68.43000031,Late,First Class,Eastern Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,285.1400146,285.1400146,68.43000031,68.43000031,Immediate Intervention
75934,1,0.9533896508995684,2018-01-13 10:42:00,2018-01-15 10:42:00,288.4200134,95.18000031,Late,First Class,Eastern Asia,Pacific Asia,Home Office,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,288.4200134,288.4200134,95.18000031,95.18000031,Immediate Intervention
75935,0,0.2657075704326457,2018-01-13 11:03:00,2018-01-19 11:03:00,294.980011,18.57999992,Canceled,Standard Class,Oceania,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75936,0,0.3701577431851063,2018-01-13 11:24:00,2018-01-15 11:24:00,298.25,134.2100067,Early,Standard Class,Oceania,Pacific Asia,Corporate,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,298.25,0.0,134.2100067,0.0,Review if Capacity Allows
75937,0,0.3688421144594224,2018-01-13 11:45:00,2018-01-16 11:45:00,304.8099976,22.86000061,Early,Standard Class,Oceania,Pacific Asia,Home Office,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,304.8099976,0.0,22.86000061,0.0,Review if Capacity Allows
75938,0,0.3659532461467435,2018-01-13 12:06:00,2018-01-17 12:06:00,309.7200012,-247.7799988,On Time,Standard Class,South Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,1,1,0,Watch,False Positive,True Negative,309.7200012,0.0,-247.7799988,0.0,Review if Capacity Allows
75939,1,0.2673736893313681,2018-01-13 12:27:00,2018-01-18 12:27:00,311.3599854,-249.0899963,Late,Standard Class,South Asia,Pacific Asia,Consumer,5,4,1,1,1,1,1,1,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75940,1,0.373519770045831,2018-01-13 12:48:00,2018-01-19 12:48:00,10.03999996,-6.699999809,Late,Standard Class,South Asia,Pacific Asia,Consumer,6,4,2,1,1,1,1,1,1,0,Watch,True Positive,False Negative,10.03999996,0.0,-6.699999809,0.0,Review if Capacity Allows
75941,0,0.2712209305209528,2018-01-13 13:09:00,2018-01-15 13:09:00,10.15999985,3.690000057,Early,Standard Class,South Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75942,0,0.2712181576397802,2018-01-13 13:30:00,2018-01-16 13:30:00,10.39000034,3.119999886,Early,Standard Class,South Asia,Pacific Asia,Consumer,3,4,-1,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75943,0,0.3755371446624962,2018-01-13 13:51:00,2018-01-17 13:51:00,10.5,2.730000019,On Time,Standard Class,South Asia,Pacific Asia,Home Office,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.5,0.0,2.730000019,0.0,Review if Capacity Allows
75944,1,0.3797221006029282,2018-01-13 14:12:00,2018-01-18 14:12:00,10.72999954,2.900000095,Late,Standard Class,South Asia,Pacific Asia,Home Office,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,10.72999954,0.0,2.900000095,0.0,Review if Capacity Allows
75945,1,0.368249734169119,2018-01-13 14:33:00,2018-01-19 14:33:00,10.90999985,5.230000019,Late,Standard Class,Oceania,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,10.90999985,0.0,5.230000019,0.0,Review if Capacity Allows
75946,1,0.9536242911741494,2018-01-13 14:54:00,2018-01-15 14:54:00,10.96000004,5.260000229,Late,First Class,Oceania,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.96000004,10.96000004,5.260000229,5.260000229,Immediate Intervention
75947,1,0.9265173052916272,2018-01-13 15:16:00,2018-01-15 15:16:00,11.07999992,3.099999905,Late,First Class,Oceania,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.07999992,11.07999992,3.099999905,3.099999905,Immediate Intervention
75948,1,0.9528291446803248,2018-01-13 15:37:00,2018-01-15 15:37:00,11.18999958,3.130000114,Late,First Class,Oceania,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.18999958,11.18999958,3.130000114,3.130000114,Immediate Intervention
75949,0,0.6659054623180288,2018-01-13 15:58:00,2018-01-18 15:58:00,11.31000042,0.790000021,Canceled,Second Class,Oceania,Pacific Asia,Consumer,5,2,3,1,1,1,1,0,1,1,High,False Positive,False Positive,11.31000042,11.31000042,0.790000021,0.790000021,Priority Review
75950,1,0.9536230503335068,2018-01-13 16:19:00,2018-01-15 16:19:00,11.42000008,-2.279999971,Late,First Class,Oceania,Pacific Asia,Consumer,2,1,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,11.42000008,11.42000008,-2.279999971,-2.279999971,Immediate Intervention
75951,1,0.9534484474343946,2018-01-13 16:40:00,2018-01-15 16:40:00,11.53999996,-4.619999886,Late,First Class,Oceania,Pacific Asia,Corporate,2,1,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,11.53999996,11.53999996,-4.619999886,-4.619999886,Immediate Intervention
75952,1,0.6711581008048998,2018-01-13 17:01:00,2018-01-16 17:01:00,8.659999847,3.140000105,Late,Second Class,Southeast Asia,Pacific Asia,Corporate,3,2,1,1,1,1,1,0,1,1,High,True Positive,True Positive,8.659999847,8.659999847,3.140000105,3.140000105,Priority Review
75953,1,0.954964830335684,2018-01-13 17:22:00,2018-01-15 17:22:00,9.229999542,3.230000019,Late,First Class,Eastern Asia,Pacific Asia,Home Office,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,9.229999542,9.229999542,3.230000019,3.230000019,Immediate Intervention
75954,1,0.379771864281175,2018-01-13 17:43:00,2018-01-18 17:43:00,9.460000038,3.079999924,Late,Standard Class,Southeast Asia,Pacific Asia,Home Office,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,9.460000038,0.0,3.079999924,0.0,Review if Capacity Allows
75955,1,0.67201331749027,2018-01-13 18:04:00,2018-01-19 18:04:00,9.579999924,4.690000057,Late,Second Class,Southeast Asia,Pacific Asia,Consumer,6,2,4,1,1,1,1,0,1,1,High,True Positive,True Positive,9.579999924,9.579999924,4.690000057,4.690000057,Priority Review
75956,0,0.665051776906445,2018-01-13 18:25:00,2018-01-15 18:25:00,9.68999958,-1.940000057,On Time,Second Class,Oceania,Pacific Asia,Corporate,2,2,0,1,1,1,1,1,1,1,High,False Positive,False Positive,9.68999958,9.68999958,-1.940000057,-1.940000057,Priority Review
75957,1,0.6650501464737474,2018-01-13 18:46:00,2018-01-16 18:46:00,9.81000042,3.559999943,Late,Second Class,Oceania,Pacific Asia,Corporate,3,2,1,1,1,1,1,0,1,1,High,True Positive,True Positive,9.81000042,9.81000042,3.559999943,3.559999943,Priority Review
75958,0,0.3777305917547465,2018-01-13 19:07:00,2018-01-17 19:07:00,10.03999996,3.50999999,On Time,Standard Class,Southeast Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.03999996,0.0,3.50999999,0.0,Review if Capacity Allows
75959,1,0.3746753195977177,2018-01-13 19:28:00,2018-01-18 19:28:00,10.15999985,4.670000076,Late,Standard Class,Southeast Asia,Pacific Asia,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,10.15999985,0.0,4.670000076,0.0,Review if Capacity Allows
75960,1,0.3777255739614901,2018-01-13 19:49:00,2018-01-19 19:49:00,10.39000034,-0.25999999,Late,Standard Class,Southeast Asia,Pacific Asia,Consumer,6,4,2,1,1,1,1,1,1,0,Watch,True Positive,False Negative,10.39000034,0.0,-0.25999999,0.0,Review if Capacity Allows
75961,0,0.3819217298935289,2018-01-13 20:10:00,2018-01-15 20:10:00,10.5,0.400000006,Early,Standard Class,Southeast Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.5,0.0,0.400000006,0.0,Review if Capacity Allows
75962,0,0.3819184183628116,2018-01-13 20:31:00,2018-01-16 20:31:00,10.72999954,3.650000095,Early,Standard Class,Southeast Asia,Pacific Asia,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.72999954,0.0,3.650000095,0.0,Review if Capacity Allows
75963,0,0.3343584556922566,2018-01-13 20:52:00,2018-01-14 08:52:00,10.90999985,5.130000114,Canceled,Same Day,Eastern Asia,Pacific Asia,Consumer,1,0,1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.90999985,0.0,5.130000114,0.0,Review if Capacity Allows
75964,1,0.95404943421162,2018-01-13 21:13:00,2018-01-15 21:13:00,10.96000004,2.960000038,Late,First Class,Southeast Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.96000004,10.96000004,2.960000038,2.960000038,Immediate Intervention
75965,1,0.9540491133419116,2018-01-13 21:34:00,2018-01-15 21:34:00,11.07999992,5.210000038,Late,First Class,Southeast Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.07999992,11.07999992,5.210000038,5.210000038,Immediate Intervention
75966,0,0.2739886565996361,2018-01-13 21:55:00,2018-01-15 21:55:00,11.18999958,-7.840000153,Early,Standard Class,Southeast Asia,Pacific Asia,Corporate,2,4,-2,1,1,1,1,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75967,0,0.3767882575141253,2018-01-13 22:16:00,2018-01-16 22:16:00,11.31000042,-9.609999657,Early,Standard Class,Southeast Asia,Pacific Asia,Corporate,3,4,-1,1,1,1,1,1,1,0,Watch,False Positive,True Negative,11.31000042,0.0,-9.609999657,0.0,Review if Capacity Allows
75968,0,0.383950035179612,2018-01-13 22:37:00,2018-01-17 22:37:00,11.42000008,-4.570000172,On Time,Standard Class,Southeast Asia,Pacific Asia,Home Office,4,4,0,1,1,1,1,1,1,0,Watch,False Positive,True Negative,11.42000008,0.0,-4.570000172,0.0,Review if Capacity Allows
75969,1,0.3746555990059799,2018-01-13 22:58:00,2018-01-18 22:58:00,11.53999996,-7.849999905,Late,Standard Class,Southeast Asia,Pacific Asia,Consumer,5,4,1,1,1,1,1,1,1,0,Watch,True Positive,False Negative,11.53999996,0.0,-7.849999905,0.0,Review if Capacity Allows
75970,1,0.3713140382373588,2018-01-13 23:19:00,2018-01-19 23:19:00,8.659999847,1.409999967,Late,Standard Class,Oceania,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,8.659999847,0.0,1.409999967,0.0,Review if Capacity Allows
75971,0,0.3819400155454323,2018-01-13 23:40:00,2018-01-15 23:40:00,9.229999542,3.349999905,Early,Standard Class,Southeast Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,9.229999542,0.0,3.349999905,0.0,Review if Capacity Allows
75972,0,0.370942918162911,2018-01-14 00:01:00,2018-01-17 00:01:00,9.460000038,3.309999943,Early,Standard Class,Oceania,Pacific Asia,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,9.460000038,0.0,3.309999943,0.0,Review if Capacity Allows
75973,0,0.2690467348903009,2018-01-14 00:22:00,2018-01-18 00:22:00,9.579999924,2.589999914,On Time,Standard Class,Oceania,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75974,1,0.3773419392036138,2018-01-14 00:43:00,2018-01-19 00:43:00,9.68999958,3.150000095,Late,Standard Class,South Asia,Pacific Asia,Consumer,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,9.68999958,0.0,3.150000095,0.0,Review if Capacity Allows
75975,0,0.2709205899028361,2018-01-14 01:04:00,2018-01-20 01:04:00,9.81000042,2.549999952,Canceled,Standard Class,South Asia,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75976,0,0.3731591587814624,2018-01-14 01:25:00,2018-01-16 01:25:00,10.03999996,3.50999999,Early,Standard Class,South Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.03999996,0.0,3.50999999,0.0,Review if Capacity Allows
75977,0,0.270916373260562,2018-01-14 01:46:00,2018-01-17 01:46:00,10.15999985,-1.909999967,Early,Standard Class,South Asia,Pacific Asia,Consumer,3,4,-1,1,1,1,1,1,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75978,0,0.2744744902768609,2018-01-14 02:07:00,2018-01-18 02:07:00,10.39000034,2.599999905,On Time,Standard Class,Southeast Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,0,0,Low,True Negative,True Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75979,1,0.9537416802600284,2018-01-14 02:28:00,2018-01-16 02:28:00,10.5,4.829999924,Late,First Class,Eastern Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.5,10.5,4.829999924,4.829999924,Immediate Intervention
75980,1,0.9537410613392776,2018-01-14 02:49:00,2018-01-16 02:49:00,10.72999954,2.789999962,Late,First Class,Eastern Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.72999954,10.72999954,2.789999962,2.789999962,Immediate Intervention
75981,1,0.9537405769591126,2018-01-14 03:10:00,2018-01-16 03:10:00,10.90999985,3.160000086,Late,First Class,Eastern Asia,Pacific Asia,Consumer,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.90999985,10.90999985,3.160000086,3.160000086,Immediate Intervention
75982,0,0.670786855676772,2018-01-14 03:31:00,2018-01-17 03:31:00,10.96000004,5.260000229,Canceled,Second Class,Southeast Asia,Pacific Asia,Corporate,3,2,1,1,1,1,1,0,1,1,High,False Positive,False Positive,10.96000004,10.96000004,5.260000229,5.260000229,Priority Review
75983,1,0.9535662599538376,2018-01-14 03:52:00,2018-01-16 03:52:00,11.07999992,5.320000172,Late,First Class,Eastern Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.07999992,11.07999992,5.320000172,5.320000172,Immediate Intervention
75984,1,0.927633454690694,2018-01-14 04:13:00,2018-01-16 04:13:00,11.18999958,5.260000229,Late,First Class,Eastern Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.18999958,11.18999958,5.260000229,5.260000229,Immediate Intervention
75985,1,0.9543483540326054,2018-01-14 04:34:00,2018-01-16 04:34:00,11.31000042,5.429999828,Late,First Class,Eastern Asia,Pacific Asia,Corporate,2,1,1,1,1,1,1,0,1,1,Critical,True Positive,True Positive,11.31000042,11.31000042,5.429999828,5.429999828,Immediate Intervention
75986,0,0.7661684461430932,2018-01-14 04:55:00,2018-01-16 04:55:00,11.42000008,2.170000076,On Time,Second Class,South Asia,Pacific Asia,Consumer,2,2,0,1,1,1,1,0,1,1,Critical,False Positive,False Positive,11.42000008,11.42000008,2.170000076,2.170000076,Immediate Intervention
75987,0,0.6704364571237549,2018-01-14 05:16:00,2018-01-17 05:16:00,11.53999996,4.849999905,Canceled,Second Class,Eastern Asia,Pacific Asia,Consumer,3,2,1,1,1,1,1,0,1,1,High,False Positive,False Positive,11.53999996,11.53999996,4.849999905,4.849999905,Priority Review
75988,0,0.3802910445473726,2018-01-14 05:37:00,2018-01-18 05:37:00,8.659999847,3.460000038,On Time,Standard Class,Eastern Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,8.659999847,0.0,3.460000038,0.0,Review if Capacity Allows
75989,1,0.3794121756702822,2018-01-14 05:58:00,2018-01-19 05:58:00,9.229999542,4.25,Late,Standard Class,Southeast Asia,Pacific Asia,Home Office,5,4,1,1,1,1,1,0,1,0,Watch,True Positive,False Negative,9.229999542,0.0,4.25,0.0,Review if Capacity Allows
75990,1,0.3751107185725045,2018-01-14 06:19:00,2018-01-20 06:19:00,9.460000038,0.0,Late,Standard Class,Oceania,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,9.460000038,0.0,0.0,0.0,Review if Capacity Allows
75991,0,0.3743225445656203,2018-01-14 06:40:00,2018-01-16 06:40:00,9.579999924,0.720000029,Early,Standard Class,Southeast Asia,Pacific Asia,Consumer,2,4,-2,1,1,1,1,0,1,0,Watch,False Positive,True Negative,9.579999924,0.0,0.720000029,0.0,Review if Capacity Allows
75992,0,0.3815696056178739,2018-01-14 07:01:00,2018-01-17 07:01:00,9.68999958,1.360000014,Early,Standard Class,Southeast Asia,Pacific Asia,Consumer,3,4,-1,1,1,1,1,0,1,0,Watch,False Positive,True Negative,9.68999958,0.0,1.360000014,0.0,Review if Capacity Allows
75993,0,0.3815678784544277,2018-01-14 07:22:00,2018-01-18 07:22:00,9.81000042,3.319999933,On Time,Standard Class,Southeast Asia,Pacific Asia,Consumer,4,4,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,9.81000042,0.0,3.319999933,0.0,Review if Capacity Allows
75994,1,0.2736961017589827,2018-01-14 07:43:00,2018-01-19 07:43:00,10.03999996,0.75,Late,Standard Class,Southeast Asia,Pacific Asia,Corporate,5,4,1,1,1,1,1,0,0,0,Low,False Negative,False Negative,0.0,0.0,0.0,0.0,Standard Monitoring
75995,1,0.3709329554547132,2018-01-14 08:04:00,2018-01-20 08:04:00,10.15999985,4.869999886,Late,Standard Class,Oceania,Pacific Asia,Consumer,6,4,2,1,1,1,1,0,1,0,Watch,True Positive,False Negative,10.15999985,0.0,4.869999886,0.0,Review if Capacity Allows
75996,0,0.4391311416564301,2018-01-14 08:26:00,2018-01-14 20:26:00,10.39000034,4.880000114,On Time,Same Day,Oceania,Pacific Asia,Corporate,0,0,0,1,1,1,1,0,1,1,High,False Positive,False Positive,10.39000034,10.39000034,4.880000114,4.880000114,Priority Review
75997,0,0.4400985417321498,2018-01-14 08:47:00,2018-01-14 20:47:00,10.5,0.920000017,On Time,Same Day,Oceania,Pacific Asia,Consumer,0,0,0,1,1,1,1,0,1,1,High,False Positive,False Positive,10.5,10.5,0.920000017,0.920000017,Priority Review
75998,0,0.3343630266402428,2018-01-14 09:08:00,2018-01-14 21:08:00,10.72999954,5.150000095,On Time,Same Day,Southeast Asia,Pacific Asia,Corporate,0,0,0,1,1,1,1,0,1,0,Watch,False Positive,True Negative,10.72999954,0.0,5.150000095,0.0,Review if Capacity Allows
75999,0,0.4445467275549948,2018-01-14 09:29:00,2018-01-14 21:29:00,10.90999985,3.960000038,On Time,Same Day,Eastern Asia,Pacific Asia,Corporate,0,0,0,1,1,1,1,0,1,1,High,False Positive,False Positive,10.90999985,10.90999985,3.960000038,3.960000038,Priority Review
76000,1,0.7667622205734266,2018-01-14 09:50:00,2018-01-20 09:50:00,10.96000004,3.559999943,Late,Second Class,Eastern Asia,Pacific Asia,Home Office,6,2,4,1,1,1,1,0,1,1,Critical,True Positive,True Positive,10.96000004,10.96000004,3.559999943,3.559999943,Immediate Intervention
76001,0,0.6723488124077581,2018-01-14 10:11:00,2018-01-16 10:11:00,11.07999992,5.429999828,On Time,Second Class,Eastern Asia,Pacific Asia,Home Office,2,2,0,1,1,1,1,0,1,1,High,False Positive,False Positive,11.07999992,11.07999992,5.429999828,5.429999828,Priority Review
76002,1,0.7676967845267184,2018-01-14 10:32:00,2018-01-17 10:32:00,11.18999958,-0.449999988,Late,Second Class,Eastern Asia,Pacific Asia,Corporate,3,2,1,1,1,1,1,1,1,1,Critical,True Positive,True Positive,11.18999958,11.18999958,-0.449999988,-0.449999988,Immediate Intervention
